kausi,pvm,klo,k1,k2,v1,v2,koti_joukkue,vieras_joukkue,koti_e1_hp1_pelaaja,koti_e1_hp2_pelaaja,koti_e1_hp3_pelaaja,koti_e1_hp4_pelaaja,koti_e2_hp1_pelaaja,koti_e2_hp2_pelaaja,koti_e2_hp3_pelaaja,koti_e2_hp4_pelaaja,vieras_e1_hp1_pelaaja,vieras_e1_hp2_pelaaja,vieras_e1_hp3_pelaaja,vieras_e1_hp4_pelaaja,vieras_e2_hp1_pelaaja,vieras_e2_hp2_pelaaja,vieras_e2_hp3_pelaaja,vieras_e2_hp4_pelaaja,koti_e1_1,koti_e1_2,koti_e1_3,koti_e1_4,koti_e1_5,koti_e1_6,koti_e1_7,koti_e1_8,koti_e1_9,koti_e1_10,koti_e1_11,koti_e1_12,koti_e1_13,koti_e1_14,koti_e1_15,koti_e1_16,vieras_e1_1,vieras_e1_2,vieras_e1_3,vieras_e1_4,vieras_e1_5,vieras_e1_6,vieras_e1_7,vieras_e1_8,vieras_e1_9,vieras_e1_10,vieras_e1_11,vieras_e1_12,vieras_e1_13,vieras_e1_14,vieras_e1_15,vieras_e1_16,koti_e2_1,koti_e2_2,koti_e2_3,koti_e2_4,koti_e2_5,koti_e2_6,koti_e2_7,koti_e2_8,koti_e2_9,koti_e2_10,koti_e2_11,koti_e2_12,koti_e2_13,koti_e2_14,koti_e2_15,koti_e2_16,vieras_e2_1,vieras_e2_2,vieras_e2_3,vieras_e2_4,vieras_e2_5,vieras_e2_6,vieras_e2_7,vieras_e2_8,vieras_e2_9,vieras_e2_10,vieras_e2_11,vieras_e2_12,vieras_e2_13,vieras_e2_14,vieras_e2_15,vieras_e2_16,tyyppi,Pelisarja Id,ksanktio,vsanktio,Kenttä nro.
2015,2015-02-19,17:30:00,22,10,38,27,HC RiceCows,SSK,Timo Vornamo,Ossi Ikonen,Jarmo Saukkonen,Jaakko Pölönen,Timo Vornamo,Ossi Ikonen,Jarmo Saukkonen,Jaakko Pölönen,Juuso Viikilä,Juho Raukola,Ossi Aaltonen,Teemu Hujanen,Juuso Viikilä,Juho Raukola,Ossi Aaltonen,Teemu Hujanen,1,2,4,1,2,4,1,1,2,3,1,2,3,h,h,2,1,1,4,1,1,2,2,1,3,0,2,2,h,h,1,h,3,3,1,3,4,3,3,1,3,h,2,1,1,1,2,1,2,4,4,h,3,h,0,3,4,2,h,h,1,2,h,2,5,131,NULL,NULL,
2015,2015-02-19,17:30:00,16,28,14,11,SA-Joukot,GPK,Petteri Mustonen,Olli Haakana,Janne Suortti,Jami Kettunen,Petteri Mustonen,Olli Haakana,Sami Aalto,Jami Kettunen,Jerker Brandt,Juhana Repo,Juha Varis,Mikko Kuusio,Juhana Repo,Jyri Liukko,Juha Varis,Paavo Leinonen,1,2,1,5,2,2,2,1,4,h,2,1,1,1,4,3,4,3,1,6,2,6,3,2,0,h,1,1,1,1,1,h,h,h,3,4,6,h,0,3,1,1,h,4,h,h,1,2,2,5,1,5,4,6,h,h,2,h,h,3,2,h,h,h,5,132,NULL,NULL,
2015,2015-02-20,16:00:00,22,20,18,5,YÖK,Dra,Tatu Virta,Otto Laitinen,Esko Naski,Ville Kytömäki,Tatu Virta,Otto Laitinen,Esko Naski,Ville Kytömäki,Lauri Tuimala,Masi Kähkönen,Jyri Koistinen,Yrjö Hakkarainen,Katja Marika Savolainen,Masi Kähkönen,Jyri Koistinen,Yrjö Hakkarainen,4,1,3,1,1,1,2,2,2,2,0,1,1,1,2,3,4,2,3,2,5,2,2,2,h,h,2,3,5,0,h,1,1,5,1,3,4,3,2,3,1,h,1,h,1,h,2,1,4,0,1,1,6,4,3,4,h,0,4,1,2,2,2,h,5,129,NULL,NULL,
2015,2015-02-24,16:00:00,2,4,12,27,GPK,Dra,Juhana Repo,Jerker Brandt,Juha Varis,Paavo Leinonen,Juhana Repo,Ville Varma,Juha Varis,Mikko Kuusio,Ilmari Laakkonen,Lauri Tuimala,Uki Voutilainen,Jyri Koistinen,Katja Marika Savolainen,Masi Kähkönen,Jyri Koistinen,Yrjö Hakkarainen,4,5,4,h,5,3,4,4,2,1,1,h,2,1,1,h,1,1,3,1,2,3,4,1,2,4,h,2,h,3,3,2,1,3,4,2,4,2,1,3,4,2,2,2,3,1,1,1,1,2,3,1,4,1,3,1,0,h,2,1,1,2,1,2,4,133,NULL,NULL,
2015,2015-02-24,16:00:00,24,8,20,14,HC RiceCows,PkO,Timo Vornamo,Ossi Ikonen,Jarmo Saukkonen,Jaakko Pölönen,Timo Vornamo,Ossi Ikonen,Jarmo Saukkonen,Jaakko Pölönen,Vesa Könönen,Jukka Saharinen,Jarno Lindblom,Miki Lahtinen,Vesa Könönen,Jukka Saharinen,Anton Pesonen,Jarno Lindblom,h,4,3,1,3,2,1,h,2,2,1,3,h,1,1,2,4,3,1,4,3,1,3,1,0,2,3,2,2,1,1,h,2,3,4,3,2,2,3,3,0,4,h,2,3,1,2,h,3,0,2,2,1,1,4,3,3,3,4,2,0,h,3,1,4,134,NULL,NULL,
2015,2015-02-24,16:30:00,12,5,9,3,Dra,GPK,Ilmari Laakkonen,Masi Kähkönen,Jyri Koistinen,Yrjö Hakkarainen,Ilmari Laakkonen,Jyri Koistinen,Masi Kähkönen,Yrjö Hakkarainen,Mikko Kuusio,Jyri Liukko,Juha Varis,Paavo Leinonen,Juhana Repo,Ville Varma,Juha Varis,Mikko Kuusio,3,1,3,3,3,6,3,1,1,h,2,1,3,1,h,2,3,3,2,h,6,5,1,4,2,1,h,1,1,2,1,1,2,3,2,3,5,4,2,h,1,4,1,3,2,h,1,2,2,3,4,4,3,5,3,2,1,2,0,2,2,2,h,1,4,133,NULL,NULL,
2015,2015-02-24,16:30:00,24,11,4,4,PkO,HC RiceCows,Vesa Könönen,Jukka Saharinen,Miki Lahtinen,Jarno Lindblom,Vesa Könönen,Jukka Saharinen,Miki Lahtinen,Jarno Lindblom,Timo Vornamo,Ossi Ikonen,Jarmo Saukkonen,Jaakko Pölönen,Timo Vornamo,Ossi Ikonen,Jarmo Saukkonen,Jaakko Pölönen,2,3,0,0,2,0,3,3,1,2,2,3,2,0,2,2,2,2,4,4,3,3,2,2,2,3,1,2,2,2,1,1,0,2,3,4,2,2,4,h,2,2,3,h,5,1,2,h,1,3,2,4,2,2,2,1,2,3,2,4,2,2,2,2,4,134,NULL,NULL,
2015,2015-03-02,17:00:00,17,20,13,8,Dra,PkO,Ilmari Laakkonen,Jyri Koistinen,Uki Voutilainen,Yrjö Hakkarainen,Ilmari Laakkonen,Jyri Koistinen,Uki Voutilainen,Yrjö Hakkarainen,Vesa Könönen,Jukka Saharinen,Miki Lahtinen,Jarno Lindblom,Vesa Könönen,Jukka Saharinen,Miki Lahtinen,Jarno Lindblom,3,2,2,3,4,3,0,1,3,h,2,1,h,4,3,1,1,4,2,2,1,2,3,2,0,5,1,0,2,2,2,2,2,3,5,4,4,0,1,2,h,h,3,1,h,h,0,3,4,3,2,3,1,3,2,3,2,3,3,0,h,2,2,0,3,135,NULL,NULL,
2015,2015-03-03,16:00:00,7,7,18,11,Dra,PkO,Ilmari Laakkonen,Katja Marika Savolainen,Jyri Koistinen,Yrjö Hakkarainen,Ilmari Laakkonen,Masi Kähkönen,Jyri Koistinen,Yrjö Hakkarainen,Vesa Könönen,Jukka Saharinen,Miki Lahtinen,Jarno Lindblom,Vesa Könönen,Jukka Saharinen,Miki Lahtinen,Jarno Lindblom,3,3,4,3,2,3,4,h,4,2,0,3,h,2,1,h,3,2,3,3,1,1,4,3,1,?,2,1,1,h,1,h,5,2,3,2,3,3,2,2,0,1,2,2,1,5,2,0,1,4,h,2,1,1,3,2,0,1,3,2,2,2,3,3,3,135,NULL,NULL,
2015,2015-03-03,16:30:00,6,10,16,12,PkO,Dra,Vesa Könönen,Jukka Saharinen,Miki Lahtinen,Jarno Lindblom,Vesa Könönen,Jukka Saharinen,Miki Lahtinen,Jarno Lindblom,Ilmari Laakkonen,Masi Kähkönen,Jyri Koistinen,Yrjö Hakkarainen,Ilmari Laakkonen,Jyri Koistinen,Uki Voutilainen,Yrjö Hakkarainen,6,1,3,0,3,3,5,2,2,1,0,4,3,0,h,1,3,4,0,1,3,4,3,2,1,0,2,1,1,2,1,2,1,4,2,2,3,2,3,4,2,5,1,1,2,2,h,1,3,3,6,3,4,1,2,2,h,0,1,1,1,3,0,2,3,135,NULL,NULL,
2015,2015-03-03,17:00:00,13,2,6,20,GPK,HC RiceCows,Juhana Repo,Ville Varma,Juha Varis,Paavo Leinonen,Juhana Repo,Mikko Kuusio,Juha Varis,Paavo Leinonen,Timo Vornamo,Ossi Ikonen,Jarmo Saukkonen,Jaakko Pölönen,Timo Vornamo,Ossi Ikonen,Jarmo Saukkonen,Jaakko Pölönen,3,0,2,2,4,3,5,1,2,3,h,1,h,2,2,h,2,2,1,5,2,1,4,5,2,h,4,2,h,3,2,h,h,1,3,4,4,5,8,1,1,2,h,2,1,2,1,1,1,2,5,h,1,2,5,2,0,3,2,1,1,5,h,h,2,136,NULL,NULL,
2015,2015-03-03,17:30:00,13,11,8,8,HC RiceCows,GPK,Timo Vornamo,Ossi Ikonen,Jarmo Saukkonen,Jaakko Pölönen,Timo Vornamo,Ossi Ikonen,Jarmo Saukkonen,Jaakko Pölönen,Mikko Kuusio,Jerker Brandt,Juha Varis,Paavo Leinonen,Mikko Kuusio,Jyri Liukko,Juha Varis,Paavo Leinonen,2,4,5,5,2,3,0,2,h,h,2,2,2,1,1,1,1,3,2,5,3,3,3,4,h,4,h,h,1,1,2,2,2,3,3,4,3,4,1,1,4,0,0,2,1,0,2,3,3,2,1,5,3,2,5,h,2,2,2,h,3,1,3,1,2,136,NULL,NULL,
2016,2016-01-16,10:00:00,17,56,6,8,PelLet,GPK,Hanna Österman,Eetu Hyyppä,Otto Ikäheimonen,Elina Seppä,Elina Seppä,Sini Hakala,Atte Pitkänen,Eetu Hyyppä,Ville Vesterinen,Mikko Kuusio,Juhana Repo,Paavo Leinonen,Ville Vesterinen,Mikko Kuusio,Juhana Repo,Paavo Leinonen,1,2,5,1,2,3,2,1,2,h,4,2,2,2,h,1,1,3,1,3,5,3,4,1,3,2,1,3,1,2,1,1,1,2,1,1,1,1,3,h,4,1,3,0,h,h,h,h,4,5,4,1,4,2,4,1,h,1,2,2,1,1,h,2,1,NULL,NULL,NULL,1
2016,2016-01-16,10:00:00,16,21,20,34,KC SKP,JRKC,Harri Renkonen,Pekka Jaaranen,Mikko Falkenberg,Mikko Vainikka,Harri Renkonen,Rami Koivula,Pekka Jaaranen,Mikko Poutiainen,Henri Syyslahti,Kimi Översti,Jere Aksola,Tuomas Repo,Henri Syyslahti,Kimi Översti,Jere Aksola,Tuomas Repo,1,4,3,0,3,4,4,2,3,2,2,2,h,h,h,1,1,5,h,2,0,0,4,h,3,5,1,1,1,1,1,h,0,1,2,1,3,2,4,2,h,3,h,h,3,3,1,2,h,h,2,4,3,1,1,2,1,4,2,h,1,1,1,4,1,NULL,NULL,NULL,2
2016,2016-01-16,10:00:00,42,34,30,42,KOFF,BooB's,Junnu Nieminen ,Alli Muhojoki,Pyry Potila,Aapo Jukola,Joni Pehkonen,Kalle Kokko,Jukka Nykyri,Junnu Nieminen ,Mari Roininen,Neea Ahlström,Anna Elovaara,Petra Helmiö,Neea Ahlström,Lotta Tarkkala,Julia Tasa,Mari Roininen,1,3,2,2,2,h,h,h,1,3,2,1,1,1,1,0,0,h,2,4,h,1,1,2,0,4,1,3,h,0,h,1,3,1,0,4,0,3,2,1,2,2,3,1,1,0,1,1,2,4,1,3,1,h,1,2,1,3,1,h,0,h,1,h,1,NULL,NULL,NULL,4
2016,2016-01-16,10:00:00,22,4,20,30,Dra,FC HR,Ilmari Laakkonen,Masi Kähkönen,Tiina Viitanen,Yrjö Hakkarainen,Ilmari Laakkonen,Pasi Kortelainen,Tiina Viitanen,Jyri Koistinen,Lauri Teittinen,Sami Ketonen,Jouni Salovaara,Eetu Ketonen,Lauri Teittinen,Sami Ketonen,Jouni Salovaara,Miro Pussinen,2,2,1,2,4,2,1,2,4,1,h,h,4,2,h,1,3,3,1,1,1,3,h,2,3,3,3,3,1,1,h,1,2,3,5,3,3,3,2,3,1,h,2,2,2,h,3,1,3,1,3,2,3,1,h,2,0,1,2,2,3,1,0,1,1,NULL,NULL,NULL,3
2016,2016-01-16,10:30:00,30,27,48,53,SA-Joukot,SFS-6016,Jesse Meuronen,Lauri Tuimala,Sami Aalto,Janne Suortti,Jesse Meuronen,Toni Naukkarinen,Janne Suortti,Jami Kettunen,Petteri Mustonen,Jussi Hakkila,Santeri Vanhala,Janne Komi,Oskari Kauppinen,Niko Sievänen,Aleksi Simola,Juho-Pekka Hurskainen,5,1,3,3,0,3,4,1,1,3,1,1,0,h,0,1,h,1,1,3,1,1,h,0,1,0,3,3,1,0,2,1,2,2,2,1,2,2,2,h,3,3,1,h,2,2,h,4,h,3,0,1,2,2,h,h,1,2,1,3,1,h,1,h,1,NULL,NULL,NULL,1
2016,2016-01-16,10:30:00,20,26,24,49,SPS,U.P.A.,Olli Mansikkaniemi,Karli Von Kund,Pekka Gröhn,Patrik Mikkola,Olli Mansikkaniemi,Karli Von Kund,Pekka Gröhn,Patrik Mikkola,Antti Tarvola,Greta Rimpiläinen,Toni Tuominen,Mikko Turunen,Victor Agbomeirele,Ida Mäkelä,Greta Rimpiläinen,Pauli Partinen,h,h,2,2,4,1,3,h,3,4,3,3,h,1,1,2,2,2,4,2,2,1,1,h,3,2,3,h,h,2,1,2,2,2,2,1,1,3,1,3,h,2,1,1,h,2,4,0,2,2,0,1,3,0,h,3,2,1,h,1,1,h,h,2,1,NULL,NULL,NULL,2
2016,2016-01-16,10:30:00,22,21,26,29,PkO,SSK,Johannes Lehtonen,Topias Olkkonen,Jukka Saharinen,Jarno Lindblom,Johannes Lehtonen,Topias Olkkonen,Jukka Saharinen,Jarno Lindblom,Juuso Viikilä,Santeri Varis,Eetu Rantanen,Toni Leppänen,Teemu Hujanen,Juho Raukola,Santeri Varis,Eetu Rantanen,0,0,3,0,2,2,2,0,1,1,3,1,2,4,1,3,3,1,3,3,1,5,2,h,1,2,2,h,2,1,h,4,4,1,3,h,0,1,4,h,4,3,h,2,1,2,4,2,0,2,1,4,1,h,3,3,2,3,1,2,1,h,4,h,1,NULL,NULL,NULL,3
2016,2016-01-16,10:30:00,24,6,8,31,HC RiceCows,Pee-ääS,Henri Heikura,Oula Kotilainen,Ville Lintunen,Jarmo Saukkonen,Henri Heikura,Oula Kotilainen,Ville Lintunen,Jarmo Saukkonen,Siiri Venäläinen,Niko Pullinen,Joni Perholehto,Olli Kauppinen,Siiri Venäläinen,Niko Pullinen,Joni Perholehto,Olli Kauppinen,h,1,3,2,h,2,2,2,3,4,3,1,1,2,1,1,3,1,4,4,3,2,5,4,2,1,3,4,1,1,h,h,2,3,2,3,1,0,3,5,2,3,h,3,1,3,2,2,3,3,4,1,2,1,2,h,0,1,2,1,1,h,1,2,1,NULL,NULL,NULL,4
2016,2016-01-16,11:00:00,46,26,19,27,Nöhö,YÖK,Ville Raukola,Siiri Pajunen,Elmer Häyrynen,Kuisma Närhi,Ville Raukola,Siiri Pajunen,Elmer Häyrynen,Kuisma Närhi,Otto Laitinen,Tatu Virta,Esko Naski,Kalle Kareinen,Otto Laitinen,Tatu Virta,Arttu Urpalainen,Ville Kytömäki,h,3,0,2,1,1,1,2,3,h,1,2,h,0,1,3,3,5,3,7,2,2,0,h,h,2,1,0,h,h,2,3,3,5,1,3,2,2,h,h,4,h,0,h,1,1,2,3,2,2,4,1,1,1,4,1,1,1,2,h,1,h,1,2,1,NULL,NULL,NULL,1
2016,2016-01-16,11:00:00,28,27,35,21,PelLet,SFS-6016,Hanna Österman,Antti Puhakka,Paavo Tertsunen,Otto Ikäheimonen,Elina Seppä,Sini Hakala,Atte Pitkänen,Otto Ikäheimonen,Oskari Kauppinen,Olli Haakana,Otto Salminen,Santeri Vanhala,Jussi Hakkila,Petteri Mustonen,Janne Komi,Aleksi Simola,2,1,4,h,1,1,3,1,0,h,2,1,4,1,1,3,4,2,0,h,4,2,h,h,0,4,0,1,1,3,1,1,1,1,1,1,3,5,4,h,h,h,1,1,1,3,1,1,3,4,2,h,2,2,3,h,h,3,3,0,2,2,2,2,1,NULL,NULL,NULL,2
2016,2016-01-16,11:00:00,54,36,39,48,KC Jallu,NPSH,Olli-Eemeli Lappi,Sampo Mikkonen,Eero Alho,Petri Maaninen,Sampo Mikkonen,Susanna Lappi,Emma Laitinen,Henri Poussa,Janika Hakkarainen,Anniina Tanska,Juho Kivelä,Ville Tapalinen,Teemu Sikanen,Janika Hakkarainen,Taina Salminen,Ville Tapalinen,h,h,4,2,1,1,2,2,1,2,1,h,h,h,1,h,2,2,2,1,h,2,2,4,0,h,2,3,h,1,1,h,3,2,2,1,1,2,3,1,3,4,0,h,h,h,h,1,2,1,1,1,1,1,1,2,2,0,h,1,2,h,h,4,1,NULL,NULL,NULL,3
2016,2016-01-16,11:00:00,10,7,10,13,Dra,SSK,Uki Voutilainen,Pasi Kortelainen,Tiina Viitanen,Jyri Koistinen,Tiina Viitanen,Petrus Suokas,Pasi Kortelainen,Jyri Koistinen,Teemu Hujanen,Juho Raukola,Toni Leppänen,Eetu Rantanen,Juho Raukola,Ossi Aaltonen,Juuso Viikilä,Eetu Rantanen,3,0,3,2,4,3,4,3,h,h,3,3,2,1,1,1,3,3,2,3,h,5,3,2,3,1,4,2,2,1,0,h,5,4,2,1,4,1,1,4,3,3,0,2,h,3,2,h,1,3,2,3,3,3,1,2,4,h,2,3,2,1,h,2,1,NULL,NULL,NULL,4
2016,2016-01-16,11:30:00,12,8,42,28,GPK,U.P.A.,Ville Vesterinen,Mikko Kuusio,Juhana Repo,Paavo Leinonen,Ville Vesterinen,Mikko Kuusio,Juhana Repo,Paavo Leinonen,Toni Tuominen,Elli Saarenmaa,Vilma Saari,Atte Hinkka,Mikko Turunen,Pauli Partinen,Victor Agbomeirele,Ida Mäkelä,1,1,2,4,5,3,2,2,2,h,2,1,3,2,1,2,h,1,2,0,1,h,h,2,4,6,h,2,h,1,2,h,h,1,2,3,4,5,3,1,4,1,2,h,3,1,3,1,h,3,3,2,2,2,4,1,3,h,1,1,h,2,h,2,1,NULL,NULL,NULL,1
2016,2016-01-16,11:30:00,28,11,25,14,SA-Joukot,KC SKP,Jesse Meuronen,Lauri Tuimala,Sami Aalto,Janne Suortti,Jesse Meuronen,Lauri Tuimala,Toni Naukkarinen,Janne Suortti,Harri Renkonen,Pekka Jaaranen,Mikko Poutiainen,Simo Kaartinen,Harri Renkonen,Mikko Vainikka,Mikko Poutiainen,Simo Kaartinen,h,1,0,2,2,2,3,1,h,4,5,1,2,h,2,2,1,0,2,1,2,2,3,1,4,3,h,h,2,5,2,h,1,1,7,4,h,1,5,2,1,2,3,2,h,3,h,1,2,4,1,h,2,h,5,2,3,3,1,3,h,4,2,h,1,NULL,NULL,NULL,2
2016,2016-01-16,11:30:00,16,14,55,27,PkO,KOFF,Johannes Lehtonen,Topias Olkkonen,Jukka Saharinen,Jarno Lindblom,Johannes Lehtonen,Topias Olkkonen,Jukka Saharinen,Jarno Lindblom,Joni Pehkonen,Hanna Kataja,Aapo Jukola,Alli Muhojoki,Pyry Potila,Jukka Nykyri,Kalle Kokko,Junnu Nieminen ,4,h,h,3,4,h,1,1,5,1,0,2,2,2,2,2,h,1,1,3,3,2,h,2,0,1,1,1,2,1,0,h,3,2,4,3,1,3,3,4,h,2,3,2,h,h,h,1,3,3,2,1,2,3,1,4,h,1,h,2,2,1,1,1,1,NULL,NULL,NULL,4
2016,2016-01-16,11:30:00,24,49,25,14,FC HR,Pee-ääS,Jouni Salovaara,Miro Pussinen,Eetu Ketonen,Arttu  Hämäläinen,Jouni Salovaara,Miro Pussinen,Sami Ketonen,Lauri Teittinen,Jukka-Pekka Nieminen,Vesa Mantsinen,Joni Perholehto,Olli Kauppinen,Jukka-Pekka Nieminen,Vesa Mantsinen,Joni Perholehto,Olli Kauppinen,1,3,4,1,3,1,2,1,2,2,1,h,2,3,0,1,2,3,2,2,1,2,2,2,2,2,1,3,1,4,h,h,1,0,1,4,2,1,h,h,0,2,2,h,1,1,1,2,2,3,3,4,1,3,2,2,h,h,1,h,1,1,2,2,1,NULL,NULL,NULL,3
2016,2016-01-16,12:00:00,38,11,32,9,JRKC,SPS,Kimi Översti,Topi Pekonen,Jeremias Skyttä,Henri Syyslahti,Kimi Översti,Topi Pekonen,Jeremias Skyttä,Tuomas Repo,Olli Mansikkaniemi,Olli Haapamäki,Anne Haapamäki,Patrik Mikkola,Olli Mansikkaniemi,Karli Von Kund,Pekka Gröhn,Patrik Mikkola,2,3,1,4,0,1,1,0,2,2,h,1,1,1,1,2,2,2,2,1,0,1,2,4,1,h,4,1,h,1,h,h,6,3,2,h,4,5,4,h,1,2,2,2,h,2,h,h,3,4,2,2,1,1,1,1,5,h,4,2,2,2,2,1,1,NULL,NULL,NULL,1
2016,2016-01-16,12:00:00,16,35,21,46,U.P.A.,Nöhö,Antti Tarvola,Elli Saarenmaa,Atte Hinkka,Toni Tuominen,Pauli Partinen,Ida Mäkelä,Mikko Turunen,Victor Agbomeirele,Ville Raukola,Siiri Pajunen,Elmer Häyrynen,Mika Savolainen,Ville Raukola,Siiri Pajunen,Elmer Häyrynen,Mika Savolainen,3,4,3,2,1,1,2,4,0,5,1,h,2,h,1,1,5,3,h,1,3,2,2,1,3,2,0,2,2,h,h,h,2,2,2,2,2,0,2,h,3,h,1,0,2,2,1,1,4,2,0,1,1,2,1,1,h,h,0,0,0,2,3,h,1,NULL,NULL,NULL,2
2016,2016-01-16,12:00:00,31,32,21,16,BooB's,HC RiceCows,Petra Helmiö,Lotta Tarkkala,Julia Tasa,Julia Bondarchik,Petra Helmiö,Mari Roininen,Anna Elovaara,Julia Bondarchik,Henri Heikura,Robert Heikkinen,Ville Lintunen,Jarmo Saukkonen,Henri Heikura,Robert Heikkinen,Oula Kotilainen,Jarmo Saukkonen,3,3,h,1,1,3,0,4,1,3,0,0,1,h,1,1,1,2,0,3,2,3,2,2,4,3,h,2,h,3,1,1,1,4,0,4,h,3,h,1,2,h,1,h,3,1,2,2,3,1,2,1,3,2,3,4,1,2,2,1,2,2,1,1,1,NULL,NULL,NULL,3
2016,2016-01-16,12:00:00,6,19,26,8,Pee-ääS,KC Jallu,Siiri Venäläinen,Niko Pullinen,Joni Perholehto,Olli Kauppinen,Siiri Venäläinen,Niko Pullinen,Joni Perholehto,Olli Kauppinen,Sampo Mikkonen,Petri Maaninen,Stiina Luoma,Matias Rikkinen,Sampo Mikkonen,Olli-Eemeli Lappi,Henri Poussa,Matias Rikkinen,3,3,4,2,1,4,h,4,h,1,2,4,2,2,2,1,1,2,3,6,h,0,2,4,1,3,1,1,0,h,2,1,3,3,4,5,2,1,3,0,2,4,1,1,2,1,h,h,3,3,2,3,1,4,3,3,3,h,3,4,0,2,h,h,1,NULL,NULL,NULL,4
2016,2016-01-16,12:30:00,18,41,25,15,PelLet,KC SKP,Elina Seppä,Hanna Österman,Eetu Hyyppä,Paavo Tertsunen,Hanna Österman,Antti Puhakka,Sini Hakala,Eetu Hyyppä,Harri Renkonen,Mikko Vainikka,Mikko Poutiainen,Simo Kaartinen,Harri Renkonen,Pekka Jaaranen,Mikko Falkenberg,Mikko Poutiainen,1,1,0,3,3,1,3,3,3,3,0,h,4,1,1,2,2,1,3,h,1,4,1,4,h,2,h,2,2,3,1,1,0,h,h,3,2,1,8,2,0,4,1,h,0,h,1,h,1,4,3,1,h,2,4,2,3,2,1,4,h,2,2,h,1,NULL,NULL,NULL,1
2016,2016-01-16,12:30:00,6,14,22,38,YÖK,SPS,Otto Laitinen,Esko Naski,Arttu Urpalainen,Ville Kytömäki,Otto Laitinen,Tatu Virta,Esko Naski,Ville Kytömäki,Olli Mansikkaniemi,Olli Haapamäki,Anne Haapamäki,Patrik Mikkola,Olli Mansikkaniemi,Karli Von Kund,Pekka Gröhn,Patrik Mikkola,4,2,2,1,5,1,1,1,1,1,2,2,3,2,4,3,1,3,3,1,1,h,1,4,2,4,1,h,1,1,3,1,3,4,3,3,2,3,3,2,2,2,h,h,1,h,1,2,2,1,1,2,3,2,3,1,h,1,1,h,2,1,1,0,1,NULL,NULL,NULL,2
2016,2016-01-16,12:30:00,9,16,27,29,Dra,KOFF,Ilmari Laakkonen,Petrus Suokas,Tiina Viitanen,Yrjö Hakkarainen,Uki Voutilainen,Masi Kähkönen,Tiina Viitanen,Yrjö Hakkarainen,Kalle Kokko,Aapo Jukola,Hanna Kataja,Pyry Potila,Junnu Nieminen ,Mikko Kaila,Joni Pehkonen,Alli Muhojoki,2,5,2,1,4,h,1,3,2,0,1,1,4,4,1,2,h,2,1,2,2,3,h,h,3,h,3,1,2,4,1,3,3,2,0,h,5,2,4,2,3,h,3,0,3,4,1,0,4,2,1,2,2,1,2,0,3,1,2,2,1,1,0,h,1,NULL,NULL,NULL,3
2016,2016-01-16,12:30:00,36,34,12,20,NPSH,HC RiceCows,Juho Kivelä,Taina Salminen,Anniina Tanska,Teemu Sikanen,Ville Tapalinen,Janika Hakkarainen,Taina Salminen,Juho Kivelä,Henri Heikura,Oula Kotilainen,Ville Lintunen,Jarmo Saukkonen,Jarmo Saukkonen,Robert Heikkinen,Oula Kotilainen,Ville Lintunen,4,1,0,3,2,3,h,1,1,2,2,0,h,0,h,3,0,3,0,2,1,1,3,2,3,5,4,h,3,1,1,2,1,3,3,4,0,3,h,h,1,2,h,1,1,2,h,4,3,1,2,3,h,1,1,0,1,4,4,1,3,2,4,h,1,NULL,NULL,NULL,4
2016,2016-01-16,13:00:00,16,10,20,22,Nöhö,SA-Joukot,Ville Raukola,Olli Kousa,Sami Arho,Mika Savolainen,Ville Raukola,Olli Kousa,Sami Arho,Mika Savolainen,Liisa Salminen,Lauri Tuimala,Toni Naukkarinen,Jami Kettunen,Jesse Meuronen,Lauri Tuimala,Sami Aalto,Janne Suortti,2,h,1,1,1,3,2,4,3,2,2,h,1,4,1,3,1,0,1,4,1,5,4,1,3,0,2,1,1,3,2,1,3,4,h,3,2,1,1,3,0,4,5,5,1,h,h,1,3,2,1,4,4,5,2,h,3,h,h,h,2,1,4,h,1,NULL,NULL,NULL,1
2016,2016-01-16,13:00:00,16,8,28,29,GPK,YÖK,Ville Vesterinen,Ville Varma,Juhana Repo,Paavo Leinonen,Ville Vesterinen,Ville Varma,Juhana Repo,Paavo Leinonen,Esko Naski,Tatu Virta,Tatu Huttunen,Rasmus Halsas,Ville Kytömäki,Rasmus Halsas,Tatu Huttunen,Kalle Kareinen,2,5,4,h,1,1,3,3,h,h,0,2,3,4,2,1,3,3,4,5,1,2,1,h,1,h,2,1,0,h,3,h,3,2,1,0,3,5,2,3,3,3,h,h,4,3,2,1,1,4,1,2,1,1,h,0,3,3,h,1,0,3,3,3,1,NULL,NULL,NULL,2
2016,2016-01-16,13:00:00,56,35,24,17,KC Jallu,PkO,Sampo Mikkonen,Petri Maaninen,Eero Alho,Susanna Lappi,Emma Laitinen,Eero Alho,Henri Poussa,Matias Rikkinen,Johannes Lehtonen,Topias Olkkonen,Jukka Saharinen,Jarno Lindblom,Johannes Lehtonen,Topias Olkkonen,Jukka Saharinen,Jarno Lindblom,2,2,2,2,2,h,h,h,h,1,1,h,h,1,1,1,2,2,3,2,4,1,1,2,1,h,h,1,h,3,1,3,1,1,3,3,3,2,h,3,2,3,1,h,1,0,h,1,h,2,3,2,3,h,1,3,h,4,1,2,2,1,4,1,1,NULL,NULL,NULL,3
