kausi,pvm,klo,k1,k2,v1,v2,koti_joukkue,vieras_joukkue,koti_e1_hp1_pelaaja,koti_e1_hp2_pelaaja,koti_e1_hp3_pelaaja,koti_e1_hp4_pelaaja,koti_e2_hp1_pelaaja,koti_e2_hp2_pelaaja,koti_e2_hp3_pelaaja,koti_e2_hp4_pelaaja,vieras_e1_hp1_pelaaja,vieras_e1_hp2_pelaaja,vieras_e1_hp3_pelaaja,vieras_e1_hp4_pelaaja,vieras_e2_hp1_pelaaja,vieras_e2_hp2_pelaaja,vieras_e2_hp3_pelaaja,vieras_e2_hp4_pelaaja,koti_e1_1,koti_e1_2,koti_e1_3,koti_e1_4,koti_e1_5,koti_e1_6,koti_e1_7,koti_e1_8,koti_e1_9,koti_e1_10,koti_e1_11,koti_e1_12,koti_e1_13,koti_e1_14,koti_e1_15,koti_e1_16,vieras_e1_1,vieras_e1_2,vieras_e1_3,vieras_e1_4,vieras_e1_5,vieras_e1_6,vieras_e1_7,vieras_e1_8,vieras_e1_9,vieras_e1_10,vieras_e1_11,vieras_e1_12,vieras_e1_13,vieras_e1_14,vieras_e1_15,vieras_e1_16,koti_e2_1,koti_e2_2,koti_e2_3,koti_e2_4,koti_e2_5,koti_e2_6,koti_e2_7,koti_e2_8,koti_e2_9,koti_e2_10,koti_e2_11,koti_e2_12,koti_e2_13,koti_e2_14,koti_e2_15,koti_e2_16,vieras_e2_1,vieras_e2_2,vieras_e2_3,vieras_e2_4,vieras_e2_5,vieras_e2_6,vieras_e2_7,vieras_e2_8,vieras_e2_9,vieras_e2_10,vieras_e2_11,vieras_e2_12,vieras_e2_13,vieras_e2_14,vieras_e2_15,vieras_e2_16,tyyppi,Pelisarja Id,ksanktio,vsanktio,Kenttä nro.
2011,2011-02-15,19:00:00,35,20,8,16,Dra,ASS,Lauri Tuimala,Jyri Koistinen,Ilkka Virta,Jouni Sampo,Lauri Tuimala,Erkko Puttonen,Ilkka Virta,Jouni Sampo,Jesse Meuronen,Petteri Westerholm,Anssi Tura,Erkka Holviala,Jesse Meuronen,Petteri Westerholm,Anssi Tura,Erkka Holviala,2,4,h,2,1,4,1,3,h,2,h,1,1,h,0,2,2,7,5,3,3,3,2,2,h,h,h,1,0,1,3,2,4,1,0,1,3,2,3,2,6,1,3,1,h,2,h,1,3,4,3,2,3,3,h,h,4,3,0,2,0,1,2,2,1,NULL,0,0,
2011,2011-02-15,19:30:00,17,4,18,40,LMTVO,TS,Tuomas Korppi,Samu Uimonen,Ilmari Laakkonen,Juha Varis,Samu Uimonen,Pasi Kortelainen,Juha Varis,Risto Tapanen,Petri Koivunen,Kimmo Hilden,Armi Nurminen,Antti Holopainen,Petri Koivunen,Kimmo Hilden,Armi Nurminen,Antti Holopainen,1,3,5,4,2,1,1,3,1,h,5,h,h,h,2,2,1,3,3,6,2,2,2,3,1,1,1,1,h,2,1,h,2,5,2,2,3,2,5,2,h,2,2,1,3,2,1,1,1,2,1,2,1,h,3,h,h,3,h,3,h,1,2,2,1,NULL,0,0,
2011,2011-02-15,19:30:00,14,17,30,28,ÄIJÄT,Hauki,Pia Kaila,Tiina Saikko,Maaren Ali-Marttila,Sonja Tuovinen,Pia Kaila,Tiina Saikko,Maaren Ali-Marttila,Sonja Tuovinen,Oona Takala,Juho Toivonen,Jenni Oksanen,Lassi Uusitalo,Oona Takala,Santeri Kiljunen,Lassi Uusitalo,Julius Hytti,3,3,h,5,4,0,2,1,1,4,2,1,1,3,h,1,3,1,1,1,−1,4,2,2,0,2,2,2,2,−1,1,1,1,2,3,4,3,2,3,1,1,1,0,0,4,2,2,1,4,2,2,1,3,2,3,1,h,1,0,4,2,1,0,0,1,NULL,0,0,
2011,2011-02-17,18:00:00,38,31,15,12,FSKA,MINT,Tuomas Suikkanen,Jussi Ojalainen,Teemu Puustinen,NULL,Tuomas Suikkanen,Jussi Ojalainen,Teemu Puustinen,NULL,Saana Siirilä,Nina Tervonen,Antti Latva,Ari Koskimies,Saana Siirilä,Heikki Hämäläinen,Timo Heikkinen,Simo Kiiski,1,2,3,2,3,2,0,0,1,2,5,h,1,1,0,0,3,2,1,2,4,1,4,6,h,2,2,h,1,2,1,h,2,4,6,h,1,3,0,0,1,1,1,3,3,1,0,0,6,h,2,4,2,4,3,1,2,1,2,2,h,1,0,2,1,NULL,0,0,
2011,2011-02-17,18:00:00,20,12,24,41,ROKU,KVAK,Simo Sihvola,Kari Eloranta,Tomi Pakarinen,Jari Havuaho,Simo Sihvola,Kari Eloranta,Tomi Pakarinen,Jari Havuaho,Matti Jaaranen,Eija Multanen,Ville Hietanen,Juha Hakulinen,Matti Jaaranen,Juha Hakulinen,Eija Multanen,Ville Hietanen,3,1,0,4,h,2,−1,3,2,4,3,2,1,3,−1,1,1,3,1,h,4,3,1,3,3,1,h,h,h,3,h,2,5,5,1,3,4,1,−2,−2,0,4,5,1,1,2,−2,−2,4,1,4,1,0,1,1,2,h,h,1,1,1,1,2,1,1,NULL,0,0,
2011,2011-02-17,18:30:00,13,21,16,12,KCR,ROKU,Sami Ahola,Mikko Kuusio,Masi Kähkönen,Simo Takala,Sami Ahola,Mikko Kuusio,Sami Kontio,Simo Takala,Simo Sihvola,Kari Eloranta,Tomi Pakarinen,Jari Havuaho,Simo Sihvola,Kari Eloranta,Tomi Pakarinen,Jari Havuaho,6,4,5,3,3,h,2,1,h,1,2,2,1,h,1,h,1,1,4,5,3,1,3,3,0,4,2,1,h,3,h,1,3,4,3,2,2,3,2,2,h,h,1,5,0,0,2,h,4,4,4,2,2,3,1,1,3,3,1,h,1,1,2,h,1,NULL,0,0,
2011,2011-02-17,18:30:00,16,11,22,24,FSKA,HeMi,Tuomas Suikkanen,Jussi Ojalainen,Jyri Nyman,Teemu Puustinen,Tuomas Suikkanen,Jussi Ojalainen,Jyri Nyman,Teemu Puustinen,Sampo Saarenpää,Ville Kakkonen,Jani Mikkonen,Ville Vesterinen,Sampo Saarenpää,Ville Kakkonen,Jani Mikkonen,Ville Vesterinen,3,3,3,3,3,3,4,−1,−1,−1,4,4,h,h,1,−1,2,5,3,h,1,−1,−1,1,4,5,2,1,−1,2,−1,−1,3,1,5,5,3,1,3,h,1,1,4,4,h,h,1,2,3,3,1,2,h,2,1,1,2,1,1,2,1,1,3,3,1,NULL,0,0,
2011,2011-02-17,19:00:00,34,17,17,22,Panis,KCR,Jesse Tikka,Maria Matveinen,Juha Sumanen,Tuomas Melanen,Jesse Tikka,Juha Sumanen,Tilly Sainila,Tuomas Melanen,Sami Ahola,Mikko Kuusio,Matias Nurminen,Simo Takala,Sami Kontio,Mikko Kuusio,Masi Kähkönen,Simo Takala,2,3,−1,2,3,1,0,2,1,3,−1,−1,0,1,3,2,1,1,5,2,1,1,3,2,h,2,5,1,1,1,1,1,1,3,1,2,1,3,2,2,5,2,2,3,−1,−1,4,h,h,2,4,4,2,2,h,2,1,1,4,2,2,h,h,2,1,NULL,0,0,
2011,2011-02-17,19:00:00,25,25,16,33,Krk-10,ÄIJÄT,Mikko Myllymäki,Ville Hakonen,Matias Henttonen,Sami Kapanen,Henri Laamanen,Pekka Gröhn,Patrik Mikkola,Olli Haapamäki,Anna Sundquist,Pia Kaila,Tiina Saikko,Maaren Ali-Marttila,Anna Sundquist,Pia Kaila,Tiina Saikko,Maaren Ali-Marttila,−1,1,4,2,4,4,−2,−2,3,−1,4,1,−1,−1,−2,4,3,2,2,1,2,2,h,6,0,1,2,h,2,3,3,1,3,h,4,7,−1,−1,1,2,1,2,1,2,1,2,h,1,2,2,1,1,h,1,3,1,3,1,4,0,1,2,2,1,1,NULL,0,0,
2011,2011-02-17,19:30:00,32,18,35,49,Panis,Hauki,Jesse Tikka,Juha Sumanen,Tilly Sainila,Tuomas Melanen,Jesse Tikka,Juha Sumanen,Maria Matveinen,Tuomas Melanen,Oona Takala,Santeri Kiljunen,Janne Kiljunen,Julius Hytti,Oona Takala,Santeri Kiljunen,Janne Kiljunen,Julius Hytti,h,1,3,2,3,−2,2,1,2,1,1,5,−2,−2,2,h,1,2,3,1,1,2,2,h,4,0,3,1,2,1,1,h,1,5,1,1,2,0,4,1,3,3,h,h,2,3,4,4,2,3,1,1,h,h,2,2,−1,−1,−1,−1,1,1,5,h,1,NULL,0,0,
2011,2011-02-17,19:30:00,41,34,25,17,Krk-10,GSKC,Mikko Myllymäki,Ville Hakonen,Matias Henttonen,Sami Kapanen,Henri Laamanen,Pekka Gröhn,Patrik Mikkola,Olli Haapamäki,Jussi Kauppila,Antti Hämäläinen,Markus Järvisalo,Simo Kaartinen,Jussi Kauppila,Antti Hämäläinen,Markus Järvisalo,Simo Kaartinen,0,2,5,2,1,0,−2,−2,2,1,2,h,1,0,−2,3,3,h,5,3,1,0,1,−1,2,4,2,1,1,2,2,−1,1,4,2,2,4,2,h,1,1,h,1,h,2,2,h,h,2,1,2,4,3,1,2,1,2,2,3,h,2,1,2,1,1,NULL,0,0,
2011,2011-02-22,18:00:00,27,28,40,18,Dra,Panis,Lauri Tuimala,Erkko Puttonen,Ilkka Virta,Jouni Sampo,Lauri Tuimala,Jyri Koistinen,Ilkka Virta,Jouni Sampo,Jarmo Saukkonen,Ida Koskinen,Eero Mielonen,Juha Sumanen,Jarmo Saukkonen,Maria Matveinen,Eero Mielonen,Jesse Tikka,3,3,−1,−1,1,2,2,2,4,4,1,−1,h,1,4,h,3,2,0,3,2,1,3,2,2,0,0,0,1,1,2,h,3,5,2,−1,1,4,4,1,1,h,−1,2,1,1,1,h,3,3,0,4,1,−1,4,2,2,1,2,1,−1,1,2,3,6,77,0,0,
2011,2011-02-22,18:30:00,9,20,14,16,Panis,Dra,Jarmo Saukkonen,Maria Matveinen,Eero Mielonen,Tuomas Melanen,Jesse Tikka,Juha Sumanen,Jarmo Saukkonen,Tuomas Melanen,Lauri Tuimala,Jyri Koistinen,Ilkka Virta,Jouni Sampo,Lauri Tuimala,Erkko Puttonen,Jyri Koistinen,Jouni Sampo,3,4,−1,3,5,3,3,3,1,h,−1,2,1,1,1,h,3,4,4,1,2,4,3,h,1,3,1,2,h,h,2,1,3,3,6,h,4,1,2,1,h,3,1,h,1,3,1,1,2,4,1,0,2,3,5,2,1,4,1,1,3,h,h,1,6,77,0,0,
2011,2011-02-22,19:00:00,28,25,14,15,Bi,ROKU,Juuso Siitonen,Tomi Mielityinen,Janne Pulkkinen,Mikko Holopainen,Juuso Siitonen,Tomi Mielityinen,Janne Pulkkinen,Mikko Holopainen,Simo Sihvola,Kari Eloranta,Tomi Pakarinen,Jari Havuaho,Simo Sihvola,Kari Eloranta,Tomi Pakarinen,Jari Havuaho,3,3,2,−1,2,3,2,2,2,h,−1,2,0,1,h,3,3,h,2,3,3,3,h,3,4,3,1,3,1,2,h,1,h,3,1,1,−1,−1,1,3,5,2,3,4,1,2,h,1,2,1,1,1,3,1,0,3,3,4,1,2,0,2,2,3,6,78,0,0,
2011,2011-02-22,19:00:00,16,6,8,12,GPK,MINT,Niko Kuikka,Ville Varma,Juhana Repo,Paavo Leinonen,Jerker Brandt,Ville Varma,Jussi Koskela,Paavo Leinonen,Saana Siirilä,Heikki Hämäläinen,Jenni Mäenpää,Timo Heikkinen,Joona Hasu,Nina Tervonen,Antti Latva,Simo Kiiski,−1,2,0,3,6,1,5,2,−1,3,1,2,h,h,2,3,3,5,2,6,1,3,2,2,2,h,1,2,1,h,1,3,6,2,2,6,h,3,3,4,4,2,h,1,h,h,0,2,6,2,3,5,4,2,0,2,h,2,1,1,1,1,1,1,6,79,0,0,
2011,2011-02-22,19:00:00,7,20,5,18,KCR,La Sól,Matias Nurminen,Sami Ahola,Mikko Kuusio,Simo Takala,Matias Nurminen,Mikko Kuusio,Masi Kähkönen,Simo Takala,Teemu Öster,Antti Koivuniemi,Mikko Vainikka,Markus Ylönen,Teemu Öster,Antti Koivuniemi,Mikko Vainikka,Markus Ylönen,2,3,1,1,5,5,6,−1,2,2,1,1,3,2,1,−1,3,3,2,2,4,4,4,0,1,1,6,1,1,1,1,1,4,1,5,3,1,1,1,2,h,2,2,2,1,1,2,0,1,2,2,h,2,2,2,2,3,1,3,2,1,2,h,4,6,80,0,0,
2011,2011-02-22,19:30:00,18,16,10,23,ROKU,Bi,Simo Sihvola,Kari Eloranta,Tomi Pakarinen,Jari Havuaho,Simo Sihvola,Kari Eloranta,Tomi Pakarinen,Jari Havuaho,Juuso Siitonen,Tomi Mielityinen,Mikko Holopainen,Janne Pulkkinen,Juuso Siitonen,Tomi Mielityinen,Mikko Holopainen,Janne Pulkkinen,3,1,4,0,4,0,5,2,2,4,2,1,1,1,−1,−1,5,3,5,5,2,2,1,1,2,3,1,2,h,h,0,1,3,2,3,0,1,4,4,1,0,4,1,1,1,2,3,1,2,2,3,2,1,5,2,h,2,2,h,2,h,1,3,1,6,78,0,0,
2011,2011-02-22,19:30:00,10,26,23,15,La Sól,KCR,Teemu Öster,Antti Koivuniemi,Mikko Vainikka,Markus Ylönen,Teemu Öster,Antti Koivuniemi,Mikko Vainikka,Markus Ylönen,Matias Nurminen,Sami Kontio,Mikko Kuusio,Simo Takala,Matias Nurminen,Mikko Kuusio,Otto Rossi,Simo Takala,2,5,2,5,4,1,4,2,−1,−1,2,2,1,0,2,1,5,1,−1,−1,4,2,−1,4,1,1,2,1,1,1,2,−1,1,h,2,1,4,1,2,3,3,1,3,h,2,1,3,0,4,2,4,5,4,2,1,2,1,h,2,3,h,1,h,1,6,80,0,0,
2011,2011-02-22,19:30:00,22,14,27,17,MINT,GPK,Saana Siirilä,Heikki Hämäläinen,Jenni Mäenpää,Timo Heikkinen,Joona Hasu,Nina Tervonen,Antti Latva,Simo Kiiski,Jerker Brandt,Ville Varma,Tuomas Telkkä,Paavo Leinonen,Jerker Brandt,Niko Kuikka,Juhana Repo,Paavo Leinonen,h,2,5,1,2,−1,5,2,1,1,3,h,−1,2,2,2,1,1,1,0,h,2,h,3,2,3,1,3,1,3,2,3,6,2,−1,1,3,4,6,2,1,3,1,−1,1,h,0,1,2,1,2,3,1,1,2,2,3,2,4,2,1,1,3,0,6,79,0,0,
2011,2011-02-23,18:30:00,26,10,8,20,Dra,Panis,Lauri Tuimala,Jyri Koistinen,Ilkka Virta,Jouni Sampo,Lauri Tuimala,Jyri Koistinen,Ilkka Virta,Jouni Sampo,Jesse Tikka,Juha Sumanen,Jarmo Saukkonen,Tuomas Melanen,Jesse Tikka,Juha Sumanen,Jarmo Saukkonen,Tuomas Melanen,1,2,−1,5,3,2,0,2,0,2,2,−1,1,3,0,3,4,4,2,5,5,1,4,2,h,3,h,1,0,1,2,0,4,3,3,4,2,5,3,1,h,h,3,2,−1,−1,1,2,h,4,1,3,5,1,2,1,1,3,2,1,1,1,2,h,6,77,0,0,
2011,2011-02-23,18:30:00,15,25,11,17,Bi,ROKU,Juuso Siitonen,Tomi Mielityinen,Mikko Holopainen,Janne Pulkkinen,Juuso Siitonen,Tomi Mielityinen,Mikko Holopainen,Janne Pulkkinen,Simo Sihvola,Kari Eloranta,Tomi Pakarinen,Jari Havuaho,Simo Sihvola,Kari Eloranta,Tomi Pakarinen,Jari Havuaho,5,1,2,5,2,3,4,1,h,2,3,0,1,h,1,h,2,2,2,5,7,1,2,2,1,3,2,2,h,2,−1,−1,2,2,4,3,0,2,1,2,3,1,h,h,4,2,h,2,3,2,2,4,3,2,1,h,2,3,1,3,0,2,2,h,6,78,0,0,
2011,2011-02-24,18:00:00,33,10,23,11,La Sól,HeMi,Mikko Vainikka,Antti Koivuniemi,Mikko Salonen,Markus Ylönen,Mikko Vainikka,Antti Koivuniemi,Mikko Salonen,Markus Ylönen,Sampo Saarenpää,Aku Lipsanen,Riku Neuvonen,Ville Vesterinen,Sampo Saarenpää,Aku Lipsanen,Riku Neuvonen,Ville Vesterinen,3,4,2,1,1,1,1,2,h,h,2,3,3,h,h,1,1,1,3,3,2,6,h,2,1,h,1,2,1,2,2,h,3,3,1,4,2,1,1,h,2,h,5,4,1,2,2,2,6,5,2,3,3,3,4,h,h,1,2,1,2,1,h,h,5,81,0,0,
2011,2011-02-24,18:00:00,16,10,21,14,PaVa,MINT,Vesa Korjula,Kalle Kuusisto,Tuomas Nevalainen,Uki Voutilainen,Vesa Korjula,Kalle Kuusisto,Tuomas Nevalainen,Uki Voutilainen,Saana Siirilä,Heikki Hämäläinen,Ari Koskimies,Timo Heikkinen,Joona Hasu,Antti Latva,Jenni Mäenpää,Simo Kiiski,1,4,3,3,0,3,0,0,1,2,5,2,2,2,1,1,5,2,5,3,h,2,0,1,−1,−1,2,2,1,4,0,1,h,3,3,3,3,4,3,2,5,1,−1,−1,h,2,2,1,5,h,3,1,1,−2,2,2,4,3,6,1,−2,−2,2,1,5,82,0,0,
2011,2011-02-24,18:30:00,11,4,10,0,MINT,PaVa,Joona Hasu,Nina Tervonen,Antti Latva,Simo Kiiski,Saana Siirilä,Heikki Hämäläinen,Ari Koskimies,Timo Heikkinen,Vesa Korjula,Petrus Suokas,Tuomas Nevalainen,Uki Voutilainen,Vesa Korjula,Kalle Kuusisto,Tuomas Nevalainen,Uki Voutilainen,1,4,1,4,3,1,3,0,3,3,2,1,5,h,1,1,6,6,2,3,h,3,1,2,h,2,1,1,2,3,0,1,3,3,2,3,3,2,5,2,h,2,4,3,3,h,h,1,5,6,2,5,3,3,4,2,h,1,1,2,2,1,h,1,5,82,0,0,
2011,2011-02-24,18:30:00,12,4,6,4,HeMi,La Sól,Sampo Saarenpää,Riku Neuvonen,Jani Mikkonen,Aku Lipsanen,Sampo Saarenpää,Aku Lipsanen,Riku Neuvonen,Ville Vesterinen,Mikko Vainikka,Antti Koivuniemi,Mikko Salonen,Markus Ylönen,Mikko Vainikka,Antti Koivuniemi,Mikko Salonen,Markus Ylönen,1,4,5,4,1,0,3,1,0,3,7,1,0,2,1,h,2,3,2,5,3,5,5,1,0,3,2,0,1,0,h,3,3,2,8,3,5,1,3,2,3,2,2,1,1,h,h,h,3,4,2,4,3,3,0,1,1,4,2,2,3,h,1,2,5,81,0,0,
2011,2011-02-24,19:00:00,36,25,15,14,ROKU,LMTVO,Simo Sihvola,Kari Eloranta,Tomi Pakarinen,Samu Hämäläinen,Simo Sihvola,Ilari Tanskanen,Tomi Pakarinen,Jari Havuaho,Tuomas Korppi,Henrik Tarkkio,Juha Varis,Mika Hanski,Samu Uimonen,Henrik Tarkkio,Juha Varis,Risto Tapanen,2,h,3,1,2,3,3,1,3,3,h,h,1,1,1,h,−1,6,5,3,1,5,3,h,3,−1,h,h,2,2,2,h,4,5,3,3,3,h,h,1,2,1,2,h,2,3,1,h,1,3,2,2,3,1,2,1,1,2,h,4,3,2,1,2,5,83,0,0,
2011,2011-02-24,19:00:00,2,4,22,12,ASS,Panis,Jesse Meuronen,Petteri Westerholm,Anssi Tura,Erkka Holviala,Jesse Meuronen,Petteri Westerholm,Anssi Tura,Ville Kytömäki,Jesse Tikka,Juha Sumanen,Jarmo Saukkonen,Tuomas Melanen,Jesse Tikka,Juha Sumanen,Jarmo Saukkonen,Tuomas Melanen,3,4,5,2,4,3,4,2,2,2,2,1,0,1,1,1,1,1,4,h,5,4,h,4,2,2,1,h,1,1,2,h,1,4,3,4,2,3,4,1,5,1,2,2,h,1,3,1,2,1,3,3,2,5,4,3,h,h,1,2,4,2,h,1,5,84,0,0,
2011,2011-02-24,19:30:00,14,29,4,0,Panis,ASS,Jarmo Saukkonen,Eero Mielonen,Tuomas Melanen,Jesse Tikka,Eero Mielonen,Maria Matveinen,Jesse Tikka,Jarmo Saukkonen,Jesse Meuronen,Petteri Westerholm,Anssi Tura,Erkka Holviala,Jesse Meuronen,Petteri Westerholm,Anssi Tura,Erkka Holviala,2,h,2,2,h,1,2,3,5,3,3,1,1,3,1,2,1,7,4,3,5,1,2,2,6,h,3,h,1,1,h,h,1,3,3,h,1,2,6,h,0,2,1,2,4,h,h,2,3,5,1,6,4,1,1,2,2,4,1,3,1,1,2,1,5,84,0,0,
2011,2011-02-24,19:30:00,23,12,24,35,LMTVO,ROKU,Tuomas Korppi,Pasi Kortelainen,Ilmari Laakkonen,Juha Varis,Tuomas Korppi,Samu Uimonen,Juha Varis,Mika Hanski,Simo Sihvola,Kari Eloranta,Tomi Pakarinen,Samu Hämäläinen,Simo Sihvola,Kari Eloranta,Tomi Pakarinen,Jari Havuaho,2,3,2,2,2,−1,2,1,3,h,2,2,−1,2,h,4,1,2,3,3,−1,2,2,2,4,3,h,4,−1,1,−1,−1,5,2,4,4,1,3,1,2,3,2,1,1,2,1,h,h,1,2,2,4,4,1,2,2,2,h,1,h,h,1,h,1,5,83,0,0,
2011,2011-02-25,18:00:00,16,7,21,11,La Sól,HeMi,Mikko Vainikka,Antti Koivuniemi,Mikko Salonen,Markus Ylönen,Mikko Vainikka,Antti Koivuniemi,Mikko Salonen,Markus Ylönen,Sampo Saarenpää,Aku Lipsanen,Riku Neuvonen,Ville Vesterinen,Sampo Saarenpää,Aku Lipsanen,Riku Neuvonen,Ville Vesterinen,3,3,2,5,4,−1,5,−1,3,1,h,1,−1,2,1,−1,1,2,4,3,5,4,2,2,2,1,−1,−1,2,1,h,1,2,3,3,2,2,3,3,1,2,0,3,3,1,2,3,2,1,4,3,0,5,3,2,2,1,h,4,2,2,h,2,3,5,81,0,0,
2011,2011-03-01,18:00:00,24,16,18,25,ASS,La Sól,Jesse Meuronen,Petteri Westerholm,Anssi Tura,Erkka Holviala,Jesse Meuronen,Petteri Westerholm,Anssi Tura,Erkka Holviala,Ilkka Kari,Antti Koivuniemi,Mikko Salonen,Markus Ylönen,Ilkka Kari,Antti Koivuniemi,Mikko Salonen,Markus Ylönen,1,0,2,9,2,1,3,h,0,1,0,1,5,3,1,1,1,2,1,3,4,1,2,3,h,4,3,0,3,0,2,h,1,4,3,4,2,3,3,2,1,1,1,2,h,1,3,1,1,1,2,1,3,1,1,6,1,1,3,1,2,h,2,1,4,85,0,0,
2011,2011-03-01,18:00:00,17,16,18,37,LMTVO,PaVa,Tuomas Korppi,Samu Uimonen,Juha Varis,Risto Tapanen,Tuomas Korppi,Samu Uimonen,Juha Varis,Risto Tapanen,Vesa Korjula,Petrus Suokas,Tuomas Nevalainen,Uki Voutilainen,Vesa Korjula,Petrus Suokas,Tuomas Nevalainen,Uki Voutilainen,4,4,4,2,3,2,0,2,6,1,h,h,1,1,0,0,h,2,4,1,2,2,2,2,2,1,1,1,2,2,5,1,3,2,3,2,4,h,1,−1,4,1,4,2,1,1,2,−1,2,3,3,2,2,h,2,1,1,2,2,1,h,1,1,h,4,86,0,0,
2011,2011-03-01,18:30:00,13,12,7,4,PaVa,LMTVO,Vesa Korjula,Kalle Kuusisto,Tuomas Nevalainen,Uki Voutilainen,Vesa Korjula,Kalle Kuusisto,Petrus Suokas,Uki Voutilainen,Tuomas Korppi,Samu Uimonen,Juha Varis,Risto Tapanen,Tuomas Korppi,Samu Uimonen,Juha Varis,Risto Tapanen,3,5,3,5,1,1,1,3,1,2,1,3,h,h,2,2,2,6,3,1,2,2,1,0,4,3,1,2,3,1,3,1,1,3,2,5,1,3,3,1,1,2,h,4,3,2,1,3,1,3,4,6,5,1,h,3,4,1,4,1,3,2,h,1,4,86,0,0,
2011,2011-03-01,18:30:00,11,22,11,13,La Sól,ASS,Ilkka Kari,Mikko Salonen,Antti Koivuniemi,Markus Ylönen,Ilkka Kari,Mikko Salonen,Antti Koivuniemi,Markus Ylönen,Jesse Meuronen,Petteri Westerholm,Anssi Tura,Erkka Holviala,Jesse Meuronen,Petteri Westerholm,Ville Kytömäki,Erkka Holviala,3,3,1,4,6,1,5,1,1,h,4,0,2,0,2,0,3,4,2,4,3,1,2,3,h,4,2,1,h,1,1,1,1,5,1,1,1,5,2,1,2,1,h,1,2,0,2,1,1,5,5,4,−1,−1,0,2,2,h,3,4,3,2,1,0,4,85,0,0,
2011,2011-03-08,18:00:00,19,27,17,30,PaVa,La Sól,Vesa Korjula,Kalle Kuusisto,Petrus Suokas,Uki Voutilainen,Vesa Korjula,Kalle Kuusisto,Petrus Suokas,Uki Voutilainen,Mikko Vainikka,Antti Koivuniemi,Mikko Salonen,Markus Ylönen,Mikko Vainikka,Antti Koivuniemi,Mikko Salonen,Ilkka Kari,1,4,1,3,3,2,2,1,4,h,3,3,0,1,2,0,2,4,3,2,2,3,2,2,h,1,1,2,2,2,h,1,3,3,1,5,−2,2,2,1,h,h,3,h,−2,−2,0,4,1,4,2,2,h,2,h,h,0,2,0,3,2,5,1,1,3,87,0,0,
2011,2011-03-08,18:30:00,24,18,28,8,La Sól,PaVa,Teemu Öster,Antti Koivuniemi,Mikko Salonen,Markus Ylönen,Teemu Öster,Antti Koivuniemi,Ilkka Kari,Markus Ylönen,Vesa Korjula,Kalle Kuusisto,Tuomas Nevalainen,Uki Voutilainen,Vesa Korjula,Kalle Kuusisto,Tuomas Nevalainen,Uki Voutilainen,4,2,1,3,1,2,h,1,1,h,3,1,0,0,3,6,5,2,2,1,2,3,1,2,h,5,1,h,1,h,1,1,3,1,3,4,3,4,0,1,2,1,4,1,h,1,1,1,3,2,2,6,1,3,3,4,2,1,2,0,1,h,2,1,3,87,0,0,
2011,2011-03-08,19:00:00,12,9,22,21,ASS,LMTVO,Jesse Meuronen,Petteri Westerholm,Ville Kytömäki,Erkka Holviala,Jesse Meuronen,Petteri Westerholm,Anssi Tura,Erkka Holviala,Tuomas Korppi,Samu Uimonen,Juha Varis,Risto Tapanen,Tuomas Korppi,Samu Uimonen,Pasi Kortelainen,Juha Varis,3,3,4,3,2,2,1,2,h,3,4,h,2,h,h,3,h,4,2,3,3,2,−2,−2,h,4,4,0,2,2,−2,2,2,1,4,3,2,2,2,0,2,2,4,1,2,3,2,2,1,4,4,4,1,1,3,3,3,0,h,1,h,1,1,3,2,88,0,0,
2011,2011-03-08,19:30:00,9,6,15,14,LMTVO,ASS,Tuomas Korppi,Samu Uimonen,Pasi Kortelainen,Juha Varis,Tuomas Korppi,Samu Uimonen,Ilmari Laakkonen,Juha Varis,Jesse Meuronen,Petteri Westerholm,Anssi Tura,Erkka Holviala,Jesse Meuronen,Petteri Westerholm,Ville Kytömäki,Erkka Holviala,4,5,3,2,1,1,h,2,5,h,3,3,1,h,2,1,3,5,4,2,1,1,0,2,4,h,1,3,0,0,2,2,3,6,2,3,1,4,5,5,2,1,2,h,−1,−1,0,1,2,3,7,4,1,2,3,h,4,1,1,0,2,1,h,1,2,88,0,0,
2011,2011-03-10,18:00:00,7,6,7,8,ASS,LMTVO,Jesse Meuronen,Petteri Westerholm,Ville Kytömäki,Erkka Holviala,Jesse Meuronen,Petteri Westerholm,Ville Kytömäki,Erkka Holviala,Tuomas Korppi,Samu Uimonen,Ilmari Laakkonen,Juha Varis,Tuomas Korppi,Samu Uimonen,Ilmari Laakkonen,Juha Varis,3,2,6,4,1,1,2,2,3,h,2,4,1,2,2,h,3,h,4,2,h,4,5,3,3,1,4,0,1,h,3,2,1,3,4,4,4,2,0,3,1,1,5,2,2,1,1,1,2,5,3,2,1,1,6,4,2,0,1,0,2,1,3,1,2,88,0,0,
2012,2012-01-14,10:00:00,25,25,21,24,PaVa,Panis,Kalle Kuusisto,Petrus Suokas,Tuomas Nevalainen,Uki Voutilainen,Kalle Kuusisto,Petrus Suokas,Tuomas Nevalainen,Uki Voutilainen,Jarmo Saukkonen,Jesse Tikka,Matti Jaaranen,Tuomas Melanen,Jarmo Saukkonen,Jesse Tikka,Matti Jaaranen,Tuomas Melanen,3,h,1,3,3,0,0,2,2,3,2,4,1,1,0,2,2,1,3,4,−2,−2,3,2,2,2,2,4,−2,−2,2,1,2,2,3,2,1,3,2,2,3,1,1,1,h,3,h,h,3,4,1,3,h,1,2,3,h,4,h,2,1,h,4,1,1,NULL,0,0,
